gametype,SOTA,horizon,iterations,time,number_of_beliefs,leader values,follower values,density
cooperative,Stackelberg,1,0,0.2976977825164795,4,0.6877196806134007,[ 8.66977329 -7.29433392],0.008
cooperative,Stackelberg,1,1,0.4232029914855957,6,0.6899971138479875,[ 8.66575807 -7.28576384],0.2
cooperative,Stackelberg,1,2,0.48291993141174316,6,0.6899971138479875,[ 8.66575807 -7.28576384],0.04
cooperative,State of the Art,1,0,0.010375261306762695,4,0.6877196806134007,[-1. -1.],0.008
cooperative,State of the Art,1,1,0.01679825782775879,6,0.6899971138479875,[-1. -1.],0.2
cooperative,State of the Art,1,2,0.017027616500854492,6,0.6899971138479875,[-1. -1.],0.04
zerosum,Stackelberg,1,0,0.29880690574645996,4,-63.47423416205408,[30.84534497 96.10312335],0.008
zerosum,Stackelberg,1,1,0.46325087547302246,6,-63.474213088868,[30.84521853 96.10320764],0.2
zerosum,Stackelberg,1,2,0.5588600635528564,6,-63.474213088868,[30.84521853 96.10320764],0.04
zerosum,State of the Art,1,0,0.4098372459411621,4,-63.47422250176175,[ 4.39751675 13.72744254],0.008
zerosum,State of the Art,1,1,0.6771419048309326,6,-63.47420162282893,[ 4.397486  13.7274734],0.2
zerosum,State of the Art,1,2,0.6603059768676758,6,-63.47420162282893,[ 4.397486  13.7274734],0.04
generalsum,Stackelberg,1,0,0.31174182891845703,4,-38.6383324878839,[-0.36888663 21.        ],0.008
generalsum,Stackelberg,1,1,0.4841938018798828,6,-38.61028025356359,[-0.29408068 21.        ],0.2
generalsum,Stackelberg,1,2,0.4599151611328125,6,-38.61028025356359,[-0.29408068 21.        ],0.04
generalsum,State of the Art,1,0,0.28192615509033203,4,-38.5586152167097,[0. 3.],0.008
generalsum,State of the Art,1,1,0.4462568759918213,6,-38.555138595666854,[0. 3.],0.2
generalsum,State of the Art,1,2,0.442547082901001,6,-38.555138595666854,[0. 3.],0.04
cooperative,Stackelberg,2,0,0.2576320171356201,4,0.6877196806134007,[ 8.66977329 -7.29433392],0.008
cooperative,Stackelberg,2,1,0.4593069553375244,6,0.6899971138479875,[ 8.66575807 -7.28576384],0.2
cooperative,Stackelberg,2,2,0.45342206954956055,6,0.6899971138479875,[ 8.66575807 -7.28576384],0.04
cooperative,State of the Art,2,0,0.008942842483520508,4,0.6877196806134007,[-1. -1.],0.008
