gametype,SOTA,horizon,iterations,time,number_of_beliefs,leader values,follower values,density
cooperative,Stackelberg,1,1,0.10633397102355957,2,9.0,[9. 9.],0.3
cooperative,Stackelberg,1,2,0.01613903045654297,2,9.0,[9. 9.],0.06
cooperative,Stackelberg,2,1,0.05897808074951172,4,18.0,[18. 18.],0.3
cooperative,Stackelberg,2,2,0.06333112716674805,4,18.0,[18. 18.],0.06
cooperative,State of the Art,1,1,0.00014519691467285156,2,9.0,[9. 9.],0.3
cooperative,State of the Art,1,2,0.0001232624053955078,2,9.0,[9. 9.],0.06
cooperative,State of the Art,2,1,0.0018267631530761719,4,18.0,[9. 9.],0.3
cooperative,State of the Art,2,2,0.0018270015716552734,4,18.0,[9. 9.],0.06
zerosum,Stackelberg,1,1,0.0169980525970459,2,-75.0,[65.9375 84.0625],0.3
zerosum,Stackelberg,1,2,0.015578985214233398,2,-75.0,[65.9375 84.0625],0.06
zerosum,Stackelberg,2,1,0.07458901405334473,4,-150.0,[150. 150.],0.3
zerosum,Stackelberg,2,2,0.08176207542419434,4,-150.0,[150. 150.],0.06
zerosum,State of the Art,1,1,0.021783113479614258,2,-75.0,[84.0625 65.9375],0.3
zerosum,State of the Art,1,2,0.02047896385192871,2,-75.0,[84.0625 65.9375],0.06
zerosum,State of the Art,2,1,0.08632493019104004,4,-150.0,[84.0625 65.9375],0.3
zerosum,State of the Art,2,2,0.07761693000793457,4,-150.0,[84.0625 65.9375],0.06
stackelberg,Stackelberg,1,1,0.01332998275756836,2,3.5,[-20.  -7.],0.3
stackelberg,Stackelberg,1,2,0.013664722442626953,2,3.5,[-20.  -7.],0.06
stackelberg,Stackelberg,2,1,0.06370711326599121,4,10.486484375,[-16.67921875 -14.        ],0.3
stackelberg,Stackelberg,2,2,0.06457996368408203,4,10.486484375,[-16.67921875 -14.        ],0.06
stackelberg,State of the Art,1,1,0.01695394515991211,2,3.5,[-20.  -7.],0.3
stackelberg,State of the Art,1,2,0.01743483543395996,2,3.5,[-20.  -7.],0.06
stackelberg,State of the Art,2,1,0.06697392463684082,4,10.486484375,[-20.  -7.],0.3
stackelberg,State of the Art,2,2,0.07187294960021973,4,10.486484375,[-20.  -7.],0.06
