horizon,gametype,SOTA,iterations,time,number_of_beliefs,leader values,follower values,density
4,cooperative,State of the Art,1,0.0072290897369384766,4,36.0,[36. 36.],0.2
4,cooperative,Stackelberg,2,0.37686800956726074,5,36.0,[36. 36.],0.04
4,cooperative,State of the Art,2,0.008399009704589844,5,36.0,[36. 36.],0.04
4,cooperative,Stackelberg,3,0.2867121696472168,5,36.0,[36. 36.],0.008
4,cooperative,State of the Art,3,0.008018970489501953,5,36.0,[36. 36.],0.008
4,zerosum,Stackelberg,1,0.2904629707336426,4,-300.0,[309.0625 290.9375],0.2
4,zerosum,State of the Art,1,0.29381394386291504,4,-300.0,[290.9375 309.0625],0.2
4,zerosum,Stackelberg,2,0.31981492042541504,5,-300.0,[309.0625 290.9375],0.04
4,zerosum,State of the Art,2,0.33984994888305664,5,-300.0,[290.9375 309.0625],0.04
4,zerosum,Stackelberg,3,0.32656216621398926,5,-300.0,[309.0625 290.9375],0.008
4,zerosum,State of the Art,3,0.3506581783294678,5,-300.0,[290.9375 309.0625],0.008
4,generalsum,Stackelberg,1,0.20946693420410156,4,120.0,[152.5  67.5],0.2
4,generalsum,State of the Art,1,0.22193503379821777,4,120.0,[152.5  67.5],0.2
4,generalsum,Stackelberg,2,0.23884201049804688,5,120.0,[152.5  67.5],0.04
4,generalsum,State of the Art,2,0.35260581970214844,5,120.0,[152.5  67.5],0.04
4,generalsum,Stackelberg,3,0.2392570972442627,5,120.0,[152.5  67.5],0.008
4,generalsum,State of the Art,3,0.24364900588989258,5,120.0,[152.5  67.5],0.008
5,cooperative,Stackelberg,1,0.316195011138916,4,45.0,[45. 45.],0.2
5,cooperative,State of the Art,1,0.010051965713500977,4,45.0,[45. 45.],0.2
5,cooperative,Stackelberg,2,0.3827977180480957,5,45.0,[45. 45.],0.04
5,cooperative,State of the Art,2,0.012460947036743164,5,45.0,[45. 45.],0.04
5,cooperative,Stackelberg,3,0.5171489715576172,6,45.0,[45. 45.],0.008
5,cooperative,State of the Art,3,0.01406717300415039,6,45.0,[45. 45.],0.008
5,zerosum,Stackelberg,1,0.3799619674682617,4,-375.0,[384.0625 365.9375],0.2
5,zerosum,State of the Art,1,0.3663909435272217,4,-375.0,[384.0625 365.9375],0.2
5,zerosum,Stackelberg,2,0.43320178985595703,5,-375.0,[384.0625 365.9375],0.04
5,zerosum,State of the Art,2,0.44362902641296387,5,-375.0,[384.0625 365.9375],0.04
5,zerosum,Stackelberg,3,0.5913441181182861,6,-375.0,[384.0625 365.9375],0.008
5,zerosum,State of the Art,3,0.5204379558563232,6,-375.0,[384.0625 365.9375],0.008
5,generalsum,Stackelberg,1,0.29969286918640137,4,150.0,[180.  95.],0.2
5,generalsum,State of the Art,1,0.28194284439086914,4,150.0,[180.  95.],0.2
5,generalsum,Stackelberg,2,0.3429100513458252,5,150.0,[180.  95.],0.04
5,generalsum,State of the Art,2,0.497143030166626,5,150.0,[180.  95.],0.04
5,generalsum,Stackelberg,3,0.3946340084075928,6,150.0,[180.  95.],0.008
5,generalsum,State of the Art,3,0.393294095993042,6,150.0,[180.  95.],0.008
