horizon,gametype,SOTA,iterations,time,number_of_beliefs,leader values,follower values,density
1,cooperative,Stackelberg,1,0.026838064193725586,4,9.0,[9. 9.],0.2
1,cooperative,State of the Art,1,0.00017499923706054688,4,9.0,[9. 9.],0.2
1,cooperative,Stackelberg,2,0.015601873397827148,4,9.0,[9. 9.],0.04
1,cooperative,State of the Art,2,0.0001361370086669922,4,9.0,[9. 9.],0.04
1,cooperative,Stackelberg,3,0.016054153442382812,4,9.0,[9. 9.],0.008
1,cooperative,State of the Art,3,0.000141143798828125,4,9.0,[9. 9.],0.008
1,zerosum,Stackelberg,1,0.020816802978515625,4,-75.0,[65.9375 84.0625],0.2
1,zerosum,State of the Art,1,0.01978898048400879,4,-75.0,[84.0625 65.9375],0.2
1,zerosum,Stackelberg,2,0.019740819931030273,4,-75.0,[65.9375 84.0625],0.04
1,zerosum,State of the Art,2,0.020724058151245117,4,-75.0,[84.0625 65.9375],0.04
1,zerosum,Stackelberg,3,0.018605947494506836,4,-75.0,[65.9375 84.0625],0.008
1,zerosum,State of the Art,3,0.019947052001953125,4,-75.0,[84.0625 65.9375],0.008
1,generalsum,Stackelberg,1,0.012237071990966797,4,30.0,[ 70. -15.],0.2
1,generalsum,State of the Art,1,0.013084888458251953,4,30.0,[ 70. -15.],0.2
1,generalsum,Stackelberg,2,0.012521028518676758,4,30.0,[ 70. -15.],0.04
1,generalsum,State of the Art,2,0.013203859329223633,4,30.0,[ 70. -15.],0.04
1,generalsum,Stackelberg,3,0.014400005340576172,4,30.0,[ 70. -15.],0.008
1,generalsum,State of the Art,3,0.0131378173828125,4,30.0,[ 70. -15.],0.008
2,cooperative,Stackelberg,1,0.08425307273864746,4,18.0,[18. 18.],0.2
2,cooperative,State of the Art,1,0.0010838508605957031,4,18.0,[18. 18.],0.2
2,cooperative,Stackelberg,2,0.08241701126098633,5,18.0,[18. 18.],0.04
2,cooperative,State of the Art,2,0.0011839866638183594,5,18.0,[18. 18.],0.04
2,cooperative,Stackelberg,3,0.08042120933532715,5,18.0,[18. 18.],0.008
2,cooperative,State of the Art,3,0.0013370513916015625,5,18.0,[18. 18.],0.008
2,zerosum,Stackelberg,1,0.09819293022155762,4,-150.0,[159.0625 140.9375],0.2
2,zerosum,State of the Art,1,0.10257601737976074,4,-150.0,[159.0625 140.9375],0.2
2,zerosum,Stackelberg,2,0.09636878967285156,5,-150.0,[159.0625 140.9375],0.04
2,zerosum,State of the Art,2,0.11008691787719727,5,-150.0,[159.0625 140.9375],0.04
2,zerosum,Stackelberg,3,0.09774494171142578,5,-150.0,[159.0625 140.9375],0.008
2,zerosum,State of the Art,3,0.10432600975036621,5,-150.0,[159.0625 140.9375],0.008
2,generalsum,Stackelberg,1,0.07483983039855957,4,60.0,[97.5 12.5],0.2
2,generalsum,State of the Art,1,0.07367587089538574,4,60.0,[97.5 12.5],0.2
2,generalsum,Stackelberg,2,0.07074284553527832,5,60.0,[97.5 12.5],0.04
2,generalsum,State of the Art,2,0.1005258560180664,5,60.0,[97.5 12.5],0.04
2,generalsum,Stackelberg,3,0.0670928955078125,5,60.0,[97.5 12.5],0.008
2,generalsum,State of the Art,3,0.07093620300292969,5,60.0,[97.5 12.5],0.008
3,cooperative,Stackelberg,1,0.15973615646362305,4,27.0,[27. 27.],0.2
3,cooperative,State of the Art,1,0.0042781829833984375,4,27.0,[27. 27.],0.2
3,cooperative,Stackelberg,2,0.18061399459838867,5,27.0,[27. 27.],0.04
3,cooperative,State of the Art,2,0.004097700119018555,5,27.0,[27. 27.],0.04
3,cooperative,Stackelberg,3,0.16033291816711426,5,27.0,[27. 27.],0.008
3,cooperative,State of the Art,3,0.004049777984619141,5,27.0,[27. 27.],0.008
3,zerosum,Stackelberg,1,0.1860642433166504,4,-225.0,[234.0625 215.9375],0.2
3,zerosum,State of the Art,1,0.262650728225708,4,-225.0,[215.9375 234.0625],0.2
3,zerosum,Stackelberg,2,0.21512603759765625,5,-225.0,[234.0625 215.9375],0.04
3,zerosum,State of the Art,2,0.21667003631591797,5,-225.0,[215.9375 234.0625],0.04
3,zerosum,Stackelberg,3,0.20190906524658203,5,-225.0,[234.0625 215.9375],0.008
3,zerosum,State of the Art,3,0.21026897430419922,5,-225.0,[215.9375 234.0625],0.008
3,generalsum,Stackelberg,1,0.14043211936950684,4,90.0,[125.  40.],0.2
3,generalsum,State of the Art,1,0.1609048843383789,4,90.0,[125.  40.],0.2
3,generalsum,Stackelberg,2,0.15577316284179688,5,90.0,[125.  40.],0.04
3,generalsum,State of the Art,2,0.1597452163696289,5,90.0,[125.  40.],0.04
3,generalsum,Stackelberg,3,0.15811991691589355,5,90.0,[125.  40.],0.008
3,generalsum,State of the Art,3,0.17610907554626465,5,90.0,[125.  40.],0.008
4,cooperative,Stackelberg,1,0.26357102394104004,4,36.0,[36. 36.],0.2
