gametype,SOTA,horizon,iterations,time,number_of_beliefs,leader values,follower values,density
cooperative,Stackelberg,1,1,0.19445013999938965,2,-1.0,[-1. -1. -1. -1.],0.2
cooperative,Stackelberg,1,2,0.15758848190307617,2,-1.0,[-1. -1. -1. -1.],0.1
cooperative,Stackelberg,1,3,0.11845588684082031,2,-1.0,[-1. -1. -1. -1.],0.05
cooperative,Stackelberg,1,4,0.1118319034576416,2,-1.0,[-1. -1. -1. -1.],0.025
cooperative,Stackelberg,2,1,0.46915197372436523,5,-2.0,[-2. -2. -2. -2.],0.2
cooperative,Stackelberg,2,2,0.5677704811096191,5,-2.0,[-2. -2. -2. -2.],0.1
cooperative,Stackelberg,2,3,0.6563565731048584,5,-2.0,[-2. -2. -2. -2.],0.05
cooperative,Stackelberg,2,4,0.5696203708648682,5,-2.0,[-2. -2. -2. -2.],0.025
cooperative,Stackelberg,3,1,1.5704293251037598,12,-3.0,[38.31 -3.   -3.   -3.  ],0.2
cooperative,Stackelberg,3,2,1.9459164142608643,16,-3.0,[38.31 -3.   -3.   -3.  ],0.1
cooperative,Stackelberg,3,3,2.287278890609741,18,-3.0,[38.31 -3.   -3.   -3.  ],0.05
cooperative,Stackelberg,3,4,2.194506883621216,18,-3.0,[38.31 -3.   -3.   -3.  ],0.025
cooperative,Stackelberg,4,1,3.175967216491699,15,-4.0,[37.31 -4.   -4.   -4.  ],0.2
cooperative,Stackelberg,4,2,5.177501678466797,30,-4.0,[37.31 -4.   -4.   -4.  ],0.1
cooperative,Stackelberg,4,3,6.656530380249023,40,-4.0,[41.441 -4.    -4.    -4.   ],0.05
cooperative,Stackelberg,4,4,7.731980800628662,47,-4.0,[41.441 -4.    -4.    -4.   ],0.025
cooperative,Stackelberg,5,1,4.9977216720581055,21,-5.0,[77.62 -5.   -5.   -5.  ],0.2
cooperative,Stackelberg,5,2,10.795172691345215,51,-5.0,[77.62 -5.   -5.   -5.  ],0.1
cooperative,Stackelberg,5,3,17.891778707504272,104,-5.0,[78.36358 -5.      -5.      -5.     ],0.05
cooperative,Stackelberg,5,4,23.43241858482361,145,-5.0,[78.36358 -5.      -5.      -5.     ],0.025
cooperative,Stackelberg,6,1,8.019109725952148,22,-6.0,[76.62 -6.   -6.   -6.  ],0.2
cooperative,Stackelberg,6,2,19.898738384246826,71,-6.0,[76.62 -6.   -6.   -6.  ],0.1
cooperative,Stackelberg,6,3,43.556118965148926,204,-6.0,[77.36358165 -6.         -6.         -6.        ],0.05
cooperative,Stackelberg,6,4,65.56519412994385,372,-6.0,[84.85146313 -6.         -6.         -6.        ],0.025
cooperative,Stackelberg,7,1,9.839664459228516,22,-7.0,[116.93  -7.    -7.    -7.  ],0.2
cooperative,Stackelberg,7,2,29.28215742111206,87,-7.0,[116.93  -7.    -7.    -7.  ],0.1
cooperative,Stackelberg,7,3,77.77624654769897,313,-7.000000000000001,[118.40042506  -7.          -7.          -7.        ],0.05
cooperative,Stackelberg,7,4,166.58473467826843,759,-7.000000000000001,[118.06916215  -7.          -7.          -7.        ],0.025
cooperative,Stackelberg,8,1,11.759338140487671,22,-8.0,[115.93  -8.    -8.    -8.  ],0.2
cooperative,Stackelberg,8,2,39.195467472076416,100,-8.0,[115.93  -8.    -8.    -8.  ],0.1
cooperative,Stackelberg,8,3,142.05212020874023,380,-8.0,[117.40042506  -8.          -8.          -8.        ],0.05
cooperative,Stackelberg,8,4,399.3832130432129,1264,-8.0,[117.06916215  -8.          -8.          -8.        ],0.025
cooperative,Stackelberg,9,1,13.790359735488892,22,-9.0,[156.24  -9.    -9.    -9.  ],0.2
cooperative,Stackelberg,9,2,56.11360788345337,104,-9.0,[156.24  -9.    -9.    -9.  ],0.1
cooperative,Stackelberg,9,3,193.9687933921814,420,-9.0,[158.40510893  -9.          -9.          -9.        ],0.05
cooperative,Stackelberg,9,4,743.48202085495,1745,-9.0,[158.09468712  -9.          -9.          -9.        ],0.025
cooperative,Stackelberg,10,1,17.147545337677002,22,-10.0,[155.24 -10.   -10.   -10.  ],0.2
cooperative,Stackelberg,10,2,71.08914136886597,105,-10.0,[155.24 -10.   -10.   -10.  ],0.1
cooperative,Stackelberg,10,3,233.7802062034607,447,-10.0,[157.40510893 -10.         -10.         -10.        ],0.05
cooperative,Stackelberg,10,4,1108.9088010787964,2065,-10.0,[157.09468712 -10.         -10.         -10.        ],0.025
cooperative,Stackelberg,11,1,17.182698011398315,22,-11.0,[195.55 -11.   -11.   -11.  ],0.2
cooperative,Stackelberg,11,2,65.84038829803467,106,-11.0,[195.55 -11.   -11.   -11.  ],0.1
cooperative,Stackelberg,11,3,304.8878400325775,461,-11.0,[198.40920043 -11.         -11.         -11.        ],0.05
cooperative,Stackelberg,11,4,1650.1911101341248,2215,-11.0,[198.09768016 -11.         -11.         -11.        ],0.025
cooperative,Stackelberg,12,1,22.43310284614563,22,-12.0,[194.55 -12.   -12.   -12.  ],0.2
cooperative,Stackelberg,12,2,85.86638641357422,106,-12.0,[194.55 -12.   -12.   -12.  ],0.1
cooperative,Stackelberg,12,3,366.46052598953247,467,-12.0,[197.40920043 -12.         -12.         -12.        ],0.05
cooperative,Stackelberg,12,4,2169.4411380290985,2274,-12.0,[197.09768016 -12.         -12.         -12.        ],0.025
cooperative,Stackelberg,13,1,22.834274291992188,22,-13.0,[234.86 -13.   -13.   -13.  ],0.2
cooperative,Stackelberg,13,2,93.33945322036743,106,-13.0,[234.86 -13.   -13.   -13.  ],0.1
cooperative,Stackelberg,13,3,392.688175201416,469,-13.0,[238.41305079 -13.         -13.         -13.        ],0.05
cooperative,Stackelberg,13,4,2677.065941095352,2292,-13.0,[238.10137295 -13.         -13.         -13.        ],0.025
cooperative,Stackelberg,14,1,24.605369091033936,22,-14.0,[233.86 -14.   -14.   -14.  ],0.2
cooperative,Stackelberg,14,2,113.05004954338074,106,-14.0,[233.86 -14.   -14.   -14.  ],0.1
cooperative,Stackelberg,14,3,506.11788868904114,469,-14.0,[237.41305079 -14.         -14.         -14.        ],0.05
cooperative,Stackelberg,14,4,3177.0856997966766,2304,-14.0,[237.10137295 -14.         -14.         -14.        ],0.025
cooperative,Stackelberg,15,1,28.007461071014404,22,-15.0,[274.17 -15.   -15.   -15.  ],0.2
cooperative,Stackelberg,15,2,117.15710139274597,106,-15.0,[274.17 -15.   -15.   -15.  ],0.1
cooperative,Stackelberg,15,3,557.837991476059,469,-15.0,[278.41667577 -15.         -15.         -15.        ],0.05
cooperative,Stackelberg,15,4,3604.32222366333,2312,-15.0,[278.10500714 -15.         -15.         -15.        ],0.025
cooperative,State of the Art,1,1,0.00038695335388183594,2,-1.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,1,2,0.0003571510314941406,2,-1.0,[-1. -1. -1. -1.],0.1
cooperative,State of the Art,1,3,0.0003743171691894531,2,-1.0,[-1. -1. -1. -1.],0.05
cooperative,State of the Art,1,4,0.0003566741943359375,2,-1.0,[-1. -1. -1. -1.],0.025
cooperative,State of the Art,2,1,0.008390665054321289,5,-2.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,2,2,0.004969120025634766,5,-2.0,[-1. -1. -1. -1.],0.1
cooperative,State of the Art,2,3,0.005114078521728516,5,-2.0,[-1. -1. -1. -1.],0.05
cooperative,State of the Art,2,4,0.004950284957885742,5,-2.0,[-1. -1. -1. -1.],0.025
cooperative,State of the Art,3,1,0.024397611618041992,12,-3.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,3,2,0.025417804718017578,16,-3.0,[-1. -1. -1. -1.],0.1
cooperative,State of the Art,3,3,0.026348114013671875,18,-3.0,[-1. -1. -1. -1.],0.05
cooperative,State of the Art,3,4,0.02625417709350586,18,-3.0,[-1. -1. -1. -1.],0.025
cooperative,State of the Art,4,1,0.07729005813598633,15,-4.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,4,2,0.12025690078735352,30,-4.0,[-1. -1. -1. -1.],0.1
cooperative,State of the Art,4,3,0.14856290817260742,40,-4.0,[-1. -1. -1. -1.],0.05
cooperative,State of the Art,4,4,0.15818262100219727,47,-4.0,[-1. -1. -1. -1.],0.025
cooperative,State of the Art,5,1,0.1409294605255127,21,-5.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,5,2,0.32471227645874023,51,-5.0,[-1. -1. -1. -1.],0.1
cooperative,State of the Art,5,3,0.5281107425689697,104,-5.0,[-1. -1. -1. -1.],0.05
cooperative,State of the Art,5,4,0.7203953266143799,145,-5.0,[-1. -1. -1. -1.],0.025
cooperative,State of the Art,6,1,0.23888349533081055,22,-6.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,6,2,0.7244424819946289,71,-6.0,[-1. -1. -1. -1.],0.1
cooperative,State of the Art,6,3,2.4402883052825928,204,-6.0,[-1. -1. -1. -1.],0.05
cooperative,State of the Art,6,4,4.922120571136475,372,-6.0,[-1. -1. -1. -1.],0.025
cooperative,State of the Art,7,1,0.33095359802246094,22,-7.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,7,2,1.3601994514465332,87,-7.0,[-1. -1. -1. -1.],0.1
cooperative,State of the Art,7,3,7.689067602157593,313,-7.0,[-1. -1. -1. -1.],0.05
cooperative,State of the Art,7,4,25.971819639205933,759,-7.0,[-1. -1. -1. -1.],0.025
cooperative,State of the Art,8,1,0.42022252082824707,22,-8.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,8,2,2.131005048751831,100,-8.0,[-1. -1. -1. -1.],0.1
cooperative,State of the Art,8,3,16.903709888458252,380,-8.0,[-1. -1. -1. -1.],0.05
cooperative,State of the Art,8,4,94.36301374435425,1264,-8.0,[-1. -1. -1. -1.],0.025
cooperative,State of the Art,9,1,0.5130143165588379,22,-9.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,9,2,3.0519957542419434,104,-9.0,[-1. -1. -1. -1.],0.1
cooperative,State of the Art,9,3,27.710357666015625,420,-9.0,[-1. -1. -1. -1.],0.05
cooperative,State of the Art,9,4,247.4390754699707,1745,-9.0,[-1. -1. -1. -1.],0.025
cooperative,State of the Art,10,1,0.6042575836181641,22,-10.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,10,2,3.932573080062866,105,-10.0,[-1. -1. -1. -1.],0.1
cooperative,State of the Art,10,3,38.517791509628296,447,-10.0,[-1. -1. -1. -1.],0.05
cooperative,State of the Art,10,4,482.76502990722656,2065,-10.0,[-1. -1. -1. -1.],0.025
cooperative,State of the Art,11,1,0.6951882839202881,22,-11.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,11,2,4.76211142539978,106,-11.0,[-1. -1. -1. -1.],0.1
cooperative,State of the Art,11,3,50.89872932434082,461,-11.0,[-1. -1. -1. -1.],0.05
cooperative,State of the Art,11,4,763.9317326545715,2215,-11.0,[-1. -1. -1. -1.],0.025
cooperative,State of the Art,12,1,0.7900776863098145,22,-12.0,[-1. -1. -1. -1.],0.2
cooperative,State of the Art,12,2,5.703309059143066,106,-12.0,[-1. -1. -1. -1.],0.1
