horizon,gametype,SOTA,iterations,time,number_of_beliefs,leader values,follower values,density
1,cooperative,Stackelberg,1,0.04169106483459473,14,-1.0,[-1. -1. -1. -1.],0.04
1,cooperative,State of the Art,1,0.00020313262939453125,14,-1.0,[-1. -1. -1. -1.],0.04
1,cooperative,Stackelberg,2,0.021875858306884766,20,-1.0,[-1. -1. -1. -1.],0.2
1,cooperative,State of the Art,2,0.0002110004425048828,20,-1.0,[-1. -1. -1. -1.],0.2
1,zerosum,Stackelberg,1,0.01621723175048828,14,-50.0,[50. 50. 50. 50.],0.04
1,zerosum,State of the Art,1,0.020654678344726562,14,-50.0,[ 1.  1.  1. 50.],0.04
1,zerosum,Stackelberg,2,0.02670907974243164,21,-50.0,[50. 50. 50. 50.],0.2
1,zerosum,State of the Art,2,0.02313709259033203,21,-50.0,[ 1.  1.  1. 50.],0.2
1,generalsum,Stackelberg,1,0.028409957885742188,14,-1.0,[ 44. -19.  36.  44.],0.04
1,generalsum,State of the Art,1,0.019622087478637695,14,-1.0,[ 44. -19.  36.  44.],0.04
1,generalsum,Stackelberg,2,0.02053093910217285,19,-1.0,[ 44. -19.  36.  44.],0.2
1,generalsum,State of the Art,2,0.02084803581237793,19,-1.0,[ 44. -19.  36.  44.],0.2
2,cooperative,Stackelberg,1,0.17484617233276367,14,-2.0,[-2. -2. -2. -2.],0.04
2,cooperative,State of the Art,1,0.0024619102478027344,14,-2.0,[-2. -2. -2. -2.],0.04
2,cooperative,Stackelberg,2,0.12850189208984375,21,-2.0,[-2. -2. -2. -2.],0.2
2,cooperative,State of the Art,2,0.002622842788696289,21,-2.0,[-2. -2. -2. -2.],0.2
2,zerosum,Stackelberg,1,0.10033512115478516,14,-100.0,[100. 100. 100. 100.],0.04
2,zerosum,State of the Art,1,0.11380910873413086,14,-100.0,[  2.  51.   2. 100.],0.04
2,zerosum,Stackelberg,2,0.1020050048828125,20,-100.0,[100. 100. 100. 100.],0.2
2,zerosum,State of the Art,2,0.10554909706115723,20,-100.0,[  2.  51.   2. 100.],0.2
2,generalsum,Stackelberg,1,0.10628509521484375,14,-2.0,[69.5  -9.5  55.   79.75],0.04
2,generalsum,State of the Art,1,0.10959410667419434,14,-2.0,[69.5  -9.5  55.   79.75],0.04
2,generalsum,Stackelberg,2,0.10711336135864258,19,-2.0,[69.5  -9.5  55.   79.75],0.2
2,generalsum,State of the Art,2,0.10335111618041992,19,-2.0,[69.5  -9.5  55.   79.75],0.2
3,cooperative,Stackelberg,1,0.3706529140472412,14,-3.0,[38.31 -3.   -3.   -3.  ],0.04
3,cooperative,State of the Art,1,0.010208845138549805,14,-3.0,[38.31 -3.   -3.   -3.  ],0.04
3,cooperative,Stackelberg,2,0.4560739994049072,20,-3.0,[38.31 -3.   -3.   -3.  ],0.2
3,cooperative,State of the Art,2,0.011013984680175781,20,-3.0,[38.31 -3.   -3.   -3.  ],0.2
3,zerosum,Stackelberg,1,0.3539738655090332,14,-150.0,[150. 150. 150. 150.],0.04
3,zerosum,State of the Art,1,0.3473179340362549,14,-150.0,[ 19.11409396 101.          52.         150.        ],0.04
3,zerosum,Stackelberg,2,0.4899332523345947,20,-150.0,[150. 150. 150. 150.],0.2
3,zerosum,State of the Art,2,0.5023128986358643,20,-150.0,[ 17.50268456 101.          47.1        150.        ],0.2
3,generalsum,Stackelberg,1,0.35817813873291016,14,-3.0,[108.5  15.5 118.  110. ],0.04
3,generalsum,State of the Art,1,0.40021204948425293,14,-3.0,[108.5  15.5 118.  110. ],0.04
3,generalsum,Stackelberg,2,0.48287415504455566,24,-3.0,[108.5  15.5 118.  110. ],0.2
3,generalsum,State of the Art,2,0.4481968879699707,24,-3.0,[108.5  15.5 118.  110. ],0.2
4,cooperative,Stackelberg,1,0.8181991577148438,14,-4.0,[37.31 -4.   -4.   -4.  ],0.04
4,cooperative,State of the Art,1,0.030023813247680664,14,-4.0,[37.31 -4.   -4.   -4.  ],0.04
4,cooperative,Stackelberg,2,0.9900259971618652,18,-4.0,[37.31 -4.   -4.   -4.  ],0.2
4,cooperative,State of the Art,2,0.031662940979003906,18,-4.0,[37.31 -4.   -4.   -4.  ],0.2
4,zerosum,Stackelberg,1,0.7447130680084229,14,-200.0,[200. 200. 200. 200.],0.04
4,zerosum,State of the Art,1,0.7004010677337646,14,-200.0,[ 34.31632093 151.          54.21262626 200.        ],0.04
4,zerosum,Stackelberg,2,0.8728439807891846,19,-155.0,[136.57666654 195.         155.         155.        ],0.2
4,zerosum,State of the Art,2,0.9274168014526367,19,-155.0,[ 34.31632093 146.          54.21262626 155.        ],0.2
4,generalsum,Stackelberg,1,0.7053897380828857,14,-4.0,[147.5  40.5 159.  143. ],0.04
4,generalsum,State of the Art,1,0.7222080230712891,14,-4.0,[147.5  40.5 159.  143. ],0.04
4,generalsum,Stackelberg,2,1.0174338817596436,21,-4.0,[147.5  40.5 159.  143. ],0.2
4,generalsum,State of the Art,2,1.0421960353851318,21,-4.0,[147.5  40.5 159.  143. ],0.2
