horizon,gametype,SOTA,iterations,time,number_of_beliefs,leader values,follower values,density
1,cooperative,Stackelberg,1,0.036353111267089844,2,0.0,[0.],0.04
1,cooperative,State of the Art,1,0.00011014938354492188,2,0.0,[0.],0.04
1,cooperative,Stackelberg,2,0.010917901992797852,2,0.0,[0.],0.2
1,cooperative,State of the Art,2,8.678436279296875e-05,2,0.0,[0.],0.2
1,zerosum,Stackelberg,1,0.012281179428100586,2,-5.0,[5.],0.04
1,zerosum,State of the Art,1,0.020061016082763672,2,-5.0,[5.],0.04
1,zerosum,Stackelberg,2,0.010399103164672852,2,-5.0,[5.],0.2
1,zerosum,State of the Art,2,0.023940086364746094,2,-5.0,[5.],0.2
1,generalsum,Stackelberg,1,0.015191078186035156,2,-6.538461538461538,[-6.92307692],0.04
1,generalsum,State of the Art,1,0.015043973922729492,2,-6.538461538461538,[-6.92307692],0.04
1,generalsum,Stackelberg,2,0.015559196472167969,2,-6.538461538461538,[-6.92307692],0.2
1,generalsum,State of the Art,2,0.013647794723510742,2,-6.538461538461538,[-6.92307692],0.2
2,cooperative,Stackelberg,1,0.033487796783447266,2,0.0,[0.],0.04
2,cooperative,State of the Art,1,0.0001800060272216797,2,0.0,[0.],0.04
2,cooperative,Stackelberg,2,0.0313568115234375,2,0.0,[0.],0.2
2,cooperative,State of the Art,2,0.00023102760314941406,2,0.0,[0.],0.2
2,zerosum,Stackelberg,1,0.03590726852416992,2,-10.0,[10.],0.04
2,zerosum,State of the Art,1,0.061209917068481445,2,-10.0,[10.],0.04
2,zerosum,Stackelberg,2,0.036827802658081055,2,-10.0,[10.],0.2
2,zerosum,State of the Art,2,0.06303024291992188,2,-10.0,[10.],0.2
2,generalsum,Stackelberg,1,0.052694082260131836,2,-6.846153846153846,[-13.84615385],0.04
2,generalsum,State of the Art,1,0.044973134994506836,2,-6.846153846153846,[-13.84615385],0.04
2,generalsum,Stackelberg,2,0.04750990867614746,2,-6.846153846153846,[-13.84615385],0.2
2,generalsum,State of the Art,2,0.04618215560913086,2,-6.846153846153846,[-13.84615385],0.2
3,cooperative,Stackelberg,1,0.06182074546813965,2,0.0,[0.],0.04
3,cooperative,State of the Art,1,0.0002789497375488281,2,0.0,[0.],0.04
3,cooperative,Stackelberg,2,0.05885577201843262,2,0.0,[0.],0.2
3,cooperative,State of the Art,2,0.0002701282501220703,2,0.0,[0.],0.2
3,zerosum,Stackelberg,1,0.06090092658996582,2,-15.0,[15.],0.04
3,zerosum,State of the Art,1,0.1087648868560791,2,-15.0,[15.],0.04
3,zerosum,Stackelberg,2,0.059079885482788086,2,-15.0,[15.],0.2
3,zerosum,State of the Art,2,0.10407781600952148,2,-15.0,[15.],0.2
3,generalsum,Stackelberg,1,0.08059120178222656,2,-7.153846153846153,[-20.76923077],0.04
3,generalsum,State of the Art,1,0.14618372917175293,2,-7.153846153846153,[-20.76923077],0.04
3,generalsum,Stackelberg,2,0.07590699195861816,2,-7.153846153846153,[-20.76923077],0.2
3,generalsum,State of the Art,2,0.06427597999572754,2,-7.153846153846153,[-20.76923077],0.2
4,cooperative,Stackelberg,1,0.07733392715454102,2,0.0,[0.],0.04
4,cooperative,State of the Art,1,0.00040221214294433594,2,0.0,[0.],0.04
4,cooperative,Stackelberg,2,0.07407212257385254,2,0.0,[0.],0.2
4,cooperative,State of the Art,2,0.0003628730773925781,2,0.0,[0.],0.2
4,zerosum,Stackelberg,1,0.07661867141723633,2,-20.0,[20.],0.04
4,zerosum,State of the Art,1,0.13797712326049805,2,-20.0,[20.],0.04
4,zerosum,Stackelberg,2,0.08140301704406738,2,-20.0,[20.],0.2
4,zerosum,State of the Art,2,0.14355206489562988,2,-20.0,[20.],0.2
4,generalsum,Stackelberg,1,0.10335588455200195,2,-7.461538461538462,[-27.69230769],0.04
4,generalsum,State of the Art,1,0.12022566795349121,2,-7.461538461538462,[-27.69230769],0.04
4,generalsum,Stackelberg,2,0.11838102340698242,2,-7.461538461538462,[-27.69230769],0.2
4,generalsum,State of the Art,2,0.1070709228515625,2,-7.461538461538462,[-27.69230769],0.2
