,State of the Art,State of the Art,State of the Art,Stackelberg,Stackelberg,Stackelberg
,time,leader value,iteration,time,leader value,iteration
dectiger(1),0.0001430511474609375,9.0,3,0.02879810333251953,9.0,3
dectiger(2),0.0009400844573974609,18.0,3,0.06930398941040039,18.0,3
dectiger(3),0.002969980239868164,27.0,3,0.10201191902160645,27.0,3
dectiger(4),0.005375862121582031,36.0,3,0.16584515571594238,36.0,3
dectiger(5),0.006943941116333008,45.0,3,0.22059893608093262,45.0,3
