,State of the Art,State of the Art,State of the Art,Stackelberg,Stackelberg,Stackelberg
,time,leader value,iteration,time,leader value,iteration
dectiger(1),0.013084888458251953,30.0,3,0.012738704681396484,30.0,3
dectiger(2),0.0543217658996582,60.0,3,0.06732606887817383,60.0,3
dectiger(3),0.10235285758972168,90.0,3,0.1418759822845459,90.0,3
