,State of the Art,State of the Art,State of the Art,State of the Art,Stackelberg,Stackelberg,Stackelberg,Stackelberg
,time,leader value,iteration,number_of_beliefs,time,leader value,iteration,number_of_beliefs
broadcastChannel(1),0.035980224609375,2.0,3,0,0.013779878616333008,2.0,3,0
broadcastChannel(2),0.16927528381347656,3.7,3,0,0.061441898345947266,3.7,3,0
broadcastChannel(3),0.11692500114440918,5.5,3,0,0.11263680458068848,5.5,3,0
broadcastChannel(4),0.31960487365722656,7.300000000000001,3,0,0.18616557121276855,7.300000000000001,3,0
broadcastChannel(5),0.24509501457214355,9.100000000000001,3,0,0.27060985565185547,9.100000000000001,3,0
