,State of the Art,State of the Art,State of the Art,State of the Art,Stackelberg,Stackelberg,Stackelberg,Stackelberg
,time,leader value,iteration,number_of_beliefs,time,leader value,iteration,number_of_beliefs
dectiger(1),0.0178070068359375,30.0,2,4,0.018995046615600586,30.0,2,4
dectiger(2),0.09115314483642578,60.0,2,4,0.09886407852172852,60.0,2,4
dectiger(3),0.20304274559020996,90.0,2,4,0.20144987106323242,90.0,2,4
dectiger(4),0.3474440574645996,120.0,2,4,0.3134188652038574,120.0,2,4
