,State of the Art,State of the Art,State of the Art,Stackelberg,Stackelberg,Stackelberg
,time,leader value,iteration,time,leader value,iteration
GridSmall(1),0.027589797973632812,0.0,2,0.06436800956726074,0.0,2
GridSmall(2),0.37193799018859863,0.0,2,1.181938886642456,0.0,2
GridSmall(3),4.654466152191162,0.0,2,17.18360710144043,0.0,2
