,State of the Art,State of the Art,State of the Art,State of the Art,Stackelberg,Stackelberg,Stackelberg,Stackelberg
,time,leader value,iteration,number_of_beliefs,time,leader value,iteration,number_of_beliefs
prisoners(1),0.015043973922729492,-6.538461538461538,2,2,0.015191078186035156,-6.538461538461538,2,2
prisoners(2),0.044973134994506836,-6.846153846153846,2,2,0.052694082260131836,-6.846153846153846,2,2
prisoners(3),0.14618372917175293,-7.153846153846153,2,2,0.08059120178222656,-7.153846153846153,2,2
prisoners(4),0.12022566795349121,-7.461538461538462,2,2,0.10335588455200195,-7.461538461538462,2,2
