,State of the Art,State of the Art,State of the Art,Stackelberg,Stackelberg,Stackelberg
,time,leader value,iteration,time,leader value,iteration
broadcastChannel(1),0.00038123130798339844,1.0000000000000002,3,0.04069828987121582,1.0000000000000002,3
broadcastChannel(2),0.00298309326171875,1.9999999999999998,3,0.06095576286315918,1.9999999999999998,3
broadcastChannel(3),0.007278919219970703,3.0,3,0.11394500732421875,3.0,3
broadcastChannel(4),0.011726140975952148,4.000000000000001,3,0.16496896743774414,4.000000000000001,3
broadcastChannel(5),0.016334056854248047,5.000000000000002,3,0.2295238971710205,5.000000000000002,3
