,State of the Art,State of the Art,State of the Art,State of the Art,Stackelberg,Stackelberg,Stackelberg,Stackelberg
,time,leader value,iteration,number_of_beliefs,time,leader value,iteration,number_of_beliefs
broadcastChannel(1),0.00016379356384277344,1.0000000000000002,3,0,0.02511906623840332,1.0000000000000002,3,0
broadcastChannel(2),0.002062082290649414,2.0,3,0,0.0781409740447998,2.0,3,0
broadcastChannel(3),0.007142782211303711,2.9899999999999998,3,0,0.12407588958740234,2.9899999999999998,3,0
broadcastChannel(4),0.011904001235961914,3.890000000000001,3,0,0.21602702140808105,3.890000000000001,3,0
broadcastChannel(5),0.017261266708374023,4.790000000000002,3,0,0.24611473083496094,4.790000000000002,3,0
