,State of the Art,State of the Art,State of the Art,State of the Art,Stackelberg,Stackelberg,Stackelberg,Stackelberg
,time,leader value,iteration,number_of_beliefs,time,leader value,iteration,number_of_beliefs
dectiger(1),0.012978076934814453,30.0,3,4,0.012721776962280273,30.0,3,4
dectiger(2),0.07607507705688477,60.0,3,5,0.06864094734191895,60.0,3,5
dectiger(3),0.12219119071960449,90.0,3,5,0.1425800323486328,90.0,3,5
dectiger(4),0.1884300708770752,120.0,3,5,0.2770671844482422,120.0,3,5
dectiger(5),0.24414992332458496,150.0,3,5,0.3117179870605469,150.0,3,5
