gametype,SOTA,horizon,iterations,time,number_of_beliefs,leader values,follower values,density
cooperative,Stackelberg,1,2,"[0.27933788299560547, 0.2605128288269043]",2,"[-1.0, -1.0]","[array([-1., -1., -1., -1.]), array([-1., -1., -1., -1.])]",0.05
cooperative,Stackelberg,2,2,"[1.3338911533355713, 1.3297019004821777]",5,"[-2.0, -2.0]","[array([-2., -2., -2., -2.]), array([-2., -2., -2., -2.])]",0.05
cooperative,Stackelberg,3,2,"[5.788537979125977, 3.8488192558288574]",18,"[-3.0, -3.0]","[array([38.31, -3.  , -3.  , -3.  ]), array([38.31, -3.  , -3.  , -3.  ])]",0.05
cooperative,Stackelberg,4,2,"[9.835475444793701, 6.472207546234131]",40,"[-4.0, -4.0]","[array([37.31, -4.  , -4.  , -4.  ]), array([37.31, -4.  , -4.  , -4.  ])]",0.05
cooperative,Stackelberg,5,2,"[16.919776916503906, 36.71050572395325]",104,"[-5.0, -5.0]","[array([40.0279, -5.    , -5.    , -5.    ]), array([40.0279, -5.    , -5.    , -5.    ])]",0.05
cooperative,Stackelberg,6,2,"[44.86387372016907, 36.596073150634766]",204,"[-6.0, -6.0]","[array([39.0279, -6.    , -6.    , -6.    ]), array([39.0279, -6.    , -6.    , -6.    ])]",0.05
cooperative,Stackelberg,7,2,"[70.13718104362488, 73.46638870239258]",313,"[-7.0, -7.0]","[array([41.708621, -7.      , -7.      , -7.      ]), array([41.708621, -7.      , -7.      , -7.      ])]",0.05
cooperative,Stackelberg,8,2,"[132.66643524169922, 127.64269471168518]",380,"[-8.0, -8.0]","[array([71.21846957, -8.        , -8.        , -8.        ]), array([71.21846957, -8.        , -8.        , -8.        ])]",0.05
cooperative,Stackelberg,9,2,"[164.74695897102356, 168.5674810409546]",420,"[-9.000000000000002, -9.000000000000002]","[array([158.40510893,  -9.        ,  -9.        ,  -9.        ]), array([158.40510893,  -9.        ,  -9.        ,  -9.        ])]",0.05
cooperative,Stackelberg,10,2,"[209.27464818954468, 214.5156819820404]",447,"[-10.000000000000002, -10.000000000000002]","[array([157.40510893, -10.        , -10.        , -10.        ]), array([157.40510893, -10.        , -10.        , -10.        ])]",0.05
cooperative,State of the Art,1,2,"[0.0015938282012939453, 0.0003349781036376953]",2,"[-1.0, -1.0]","[array([-1., -1., -1., -1.]), array([-1., -1., -1., -1.])]",0.05
cooperative,State of the Art,2,2,"[0.0049817562103271484, 0.004868984222412109]",5,"[-2.0, -2.0]","[array([-1., -1., -1., -1.]), array([-1., -1., -1., -1.])]",0.05
cooperative,State of the Art,3,2,"[0.025574922561645508, 0.02561020851135254]",18,"[-3.0, -3.0]","[array([-1., -1., -1., -1.]), array([-1., -1., -1., -1.])]",0.05
cooperative,State of the Art,4,2,"[0.14593005180358887, 0.14626383781433105]",40,"[-4.0, -4.0]","[array([-1., -1., -1., -1.]), array([-1., -1., -1., -1.])]",0.05
cooperative,State of the Art,5,2,"[0.5219757556915283, 0.5198326110839844]",104,"[-5.0, -5.0]","[array([-1., -1., -1., -1.]), array([-1., -1., -1., -1.])]",0.05
cooperative,State of the Art,6,2,"[2.4095606803894043, 2.402400493621826]",204,"[-6.0, -6.0]","[array([-1., -1., -1., -1.]), array([-1., -1., -1., -1.])]",0.05
cooperative,State of the Art,7,2,"[7.489644289016724, 7.498610258102417]",313,"[-7.0, -7.0]","[array([-1., -1., -1., -1.]), array([-1., -1., -1., -1.])]",0.05
cooperative,State of the Art,8,2,"[16.459888458251953, 16.503079652786255]",380,"[-8.0, -8.0]","[array([-1., -1., -1., -1.]), array([-1., -1., -1., -1.])]",0.05
cooperative,State of the Art,9,2,"[26.69759702682495, 26.688749313354492]",420,"[-9.0, -9.0]","[array([-1., -1., -1., -1.]), array([-1., -1., -1., -1.])]",0.05
