gametype,SOTA,horizon,iterations,time,number_of_beliefs,leader values,follower values,density
cooperative,Stackelberg,1,2,"[0.024658918380737305, 0.0125579833984375]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",1e-06
cooperative,Stackelberg,2,2,"[0.03595709800720215, 0.03583168983459473]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",1e-06
cooperative,State of the Art,1,2,"[0.0007970333099365234, 0.0006630420684814453]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",1e-06
cooperative,State of the Art,2,2,"[0.0012500286102294922, 0.0012061595916748047]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",1e-06
zerosum,Stackelberg,1,2,"[0.012676000595092773, 0.01477193832397461]",3,"[-5.0, -5.0]","[array([5.]), array([5.])]",1e-06
zerosum,Stackelberg,2,2,"[0.03622293472290039, 0.03690218925476074]",3,"[-10.0, -10.0]","[array([10.]), array([10.])]",1e-06
zerosum,State of the Art,1,2,"[0.0205538272857666, 0.02264690399169922]",3,"[-5.0, -5.0]","[array([5.]), array([5.])]",1e-06
zerosum,State of the Art,2,2,"[0.057581186294555664, 0.061334848403930664]",3,"[-10.0, -10.0]","[array([10.]), array([10.])]",1e-06
stackelberg,Stackelberg,1,2,"[0.02011704444885254, 0.016232967376708984]",3,"[-6.538461538461538, -6.538461538461538]","[array([-6.92307692]), array([-6.92307692])]",1e-06
stackelberg,Stackelberg,2,2,"[0.06918501853942871, 0.05292987823486328]",3,"[-6.846153846153846, -6.846153846153846]","[array([-13.84615385]), array([-13.84615385])]",1e-06
stackelberg,State of the Art,1,2,"[0.01751708984375, 0.016749143600463867]",3,"[-6.538461538461538, -6.538461538461538]","[array([-6.92307692]), array([-6.92307692])]",1e-06
stackelberg,State of the Art,2,2,"[0.04904913902282715, 0.04999089241027832]",3,"[-6.846153846153846, -6.846153846153846]","[array([-13.84615385]), array([-13.84615385])]",1e-06
