gametype,SOTA,horizon,iterations,time,number_of_beliefs,leader values,follower values,density
cooperative,Stackelberg,1,2,"[0.11922979354858398, 0.030647993087768555]",2,"[1.0000000000000002, 1.0000000000000002]","[array([0., 1., 0., 1.]), array([0., 1., 0., 1.])]",0.05
cooperative,Stackelberg,2,2,"[0.16876840591430664, 0.18652820587158203]",5,"[1.9999999999999998, 1.9999999999999998]","[array([0., 1., 1., 2.]), array([0., 1., 1., 2.])]",0.05
cooperative,Stackelberg,3,2,"[0.4740617275238037, 0.45581984519958496]",7,"[3.0, 3.0]","[array([0., 1., 2., 3.]), array([0., 1., 2., 3.])]",0.05
cooperative,Stackelberg,4,2,"[0.9011895656585693, 1.0498850345611572]",9,"[4.000000000000001, 4.000000000000001]","[array([0., 1., 3., 4.]), array([0., 1., 3., 4.])]",0.05
cooperative,Stackelberg,5,2,"[1.4937794208526611, 1.4949531555175781]",11,"[5.000000000000002, 5.000000000000002]","[array([0., 1., 4., 5.]), array([0., 1., 4., 5.])]",0.05
cooperative,Stackelberg,6,2,"[2.4512441158294678, 2.203317165374756]",13,"[6.000000000000001, 6.000000000000001]","[array([0., 1., 5., 6.]), array([0., 1., 5., 6.])]",0.05
cooperative,Stackelberg,7,2,"[3.195338010787964, 3.1514906883239746]",15,"[7.000000000000002, 7.000000000000002]","[array([0., 1., 6., 7.]), array([0., 1., 6., 7.])]",0.05
cooperative,Stackelberg,8,2,"[4.333543539047241, 3.739987373352051]",17,"[8.000000000000002, 8.000000000000002]","[array([0., 1., 7., 8.]), array([0., 1., 7., 8.])]",0.05
cooperative,Stackelberg,9,2,"[5.915258169174194, 4.964262247085571]",19,"[9.000000000000002, 9.000000000000002]","[array([0., 1., 8., 9.]), array([0., 1., 8., 9.])]",0.05
cooperative,Stackelberg,10,2,"[6.224779367446899, 7.634499788284302]",21,"[10.000000000000004, 10.000000000000004]","[array([ 0.,  1.,  9., 10.]), array([ 0.,  1.,  9., 10.])]",0.05
cooperative,State of the Art,1,2,"[0.00032448768615722656, 0.0002434253692626953]",2,"[1.0000000000000002, 1.0000000000000002]","[array([0., 1., 0., 1.]), array([0., 1., 0., 1.])]",0.05
cooperative,State of the Art,2,2,"[0.003568887710571289, 0.0034415721893310547]",5,"[1.9999999999999998, 1.9999999999999998]","[array([0., 1., 0., 1.]), array([0., 1., 0., 1.])]",0.05
