gametype,SOTA,horizon,iterations,time,number_of_beliefs,leader values,follower values,density
cooperative,Stackelberg,1,1,[0.06391119956970215],27,[5.0],"[array([ 5. ,  0.5,  0.5, -3. ])]",1e-06
cooperative,Stackelberg,2,1,[0.3018958568572998],27,[9.0],"[array([ 9. ,  0.5,  0.5, -3. ])]",1e-06
cooperative,Stackelberg,3,1,[0.8774139881134033],27,[13.0],"[array([13. ,  0.5,  0.5, -3. ])]",1e-06
cooperative,Stackelberg,4,1,[1.6138889789581299],27,[17.0],"[array([17. ,  0.5,  0.5, -3. ])]",1e-06
cooperative,Stackelberg,5,1,[2.4267289638519287],27,[21.0],"[array([21. ,  0.5,  0.5, -3. ])]",1e-06
cooperative,State of the Art,1,1,[0.032618045806884766],27,[5.0],"[array([ 5. ,  0.5,  0.5, -3. ])]",1e-06
cooperative,State of the Art,2,1,[0.12405610084533691],27,[9.0],"[array([ 9. ,  0.5,  0.5, -3. ])]",1e-06
cooperative,State of the Art,3,1,[0.2307109832763672],27,[13.0],"[array([13. ,  0.5,  0.5, -3. ])]",1e-06
cooperative,State of the Art,4,1,[0.43175721168518066],27,[17.0],"[array([17. ,  0.5,  0.5, -3. ])]",1e-06
cooperative,State of the Art,5,1,[0.6176450252532959],27,[21.0],"[array([21. ,  0.5,  0.5, -3. ])]",1e-06
zerosum,Stackelberg,1,1,[0.05782294273376465],27,[2.0],"[array([-2.  ,  1.6 ,  0.4 ,  3.88])]",1e-06
zerosum,Stackelberg,2,1,[0.31777000427246094],27,[4.0],"[array([-4.  ,  1.6 ,  0.4 ,  3.88])]",1e-06
zerosum,Stackelberg,3,1,[0.9656782150268555],27,[5.999999999999999],"[array([-6.  ,  1.6 ,  0.4 ,  3.88])]",1e-06
zerosum,Stackelberg,4,1,[1.763437032699585],27,[7.999999999999998],"[array([-8.  ,  1.6 ,  0.4 ,  3.88])]",1e-06
zerosum,Stackelberg,5,1,[2.454892635345459],27,[9.999999999999996],"[array([-10.  ,   1.6 ,   0.4 ,   3.88])]",1e-06
zerosum,State of the Art,1,1,[0.05625200271606445],27,[2.0],"[array([-2.  ,  1.6 ,  0.4 ,  3.88])]",1e-06
zerosum,State of the Art,2,1,[0.36498308181762695],27,[4.0],"[array([-4.  ,  1.6 ,  0.4 ,  3.88])]",1e-06
zerosum,State of the Art,3,1,[0.9533400535583496],27,[6.0],"[array([-6.  ,  1.6 ,  0.4 ,  3.88])]",1e-06
zerosum,State of the Art,4,1,[1.7142279148101807],27,[7.999999999999999],"[array([-8.  ,  1.6 ,  0.4 ,  3.88])]",1e-06
zerosum,State of the Art,5,1,[2.4294750690460205],27,[9.999999999999998],"[array([-10.  ,   1.6 ,   0.4 ,   3.88])]",1e-06
stackelberg,Stackelberg,1,1,[0.05368971824645996],27,[2.6666666666666665],"[array([-0.33333333,  1.        ,  3.33333333,  3.        ])]",1e-06
stackelberg,Stackelberg,2,1,[0.33303093910217285],27,[6.999999214291314],"[array([ 0.99999944, -1.        ,  3.        ,  2.        ])]",1e-06
stackelberg,Stackelberg,3,1,[0.9534049034118652],27,[9.363634640109037],"[array([1.27272859, 0.09090628, 3.18181771, 2.54545314])]",1e-06
stackelberg,Stackelberg,4,1,[1.858557939529419],27,[11.66666588095798],"[array([3.66666611, 1.        , 3.33333333, 3.        ])]",1e-06
stackelberg,Stackelberg,5,1,[2.6684601306915283],27,[14.367098705557144],"[array([3.26580046, 1.10129847, 3.35021641, 3.05064924])]",1e-06
stackelberg,State of the Art,1,1,[0.05428004264831543],27,[2.6666666666666665],"[array([-0.33333333,  1.        ,  3.33333333,  3.        ])]",1e-06
stackelberg,State of the Art,2,1,[0.373370885848999],27,[6.999999214291314],"[array([ 0.99999944, -1.        ,  3.        ,  2.        ])]",1e-06
stackelberg,State of the Art,3,1,[0.980086088180542],27,[9.363634640109037],"[array([1.27272859, 0.09090628, 3.18181771, 2.54545314])]",1e-06
stackelberg,State of the Art,4,1,[1.7005729675292969],27,[11.66666588095798],"[array([3.66666611, 1.        , 3.33333333, 3.        ])]",1e-06
stackelberg,State of the Art,5,1,[2.5421340465545654],27,[14.367098705557144],"[array([3.26580046, 1.10129847, 3.35021641, 3.05064924])]",1e-06
