gametype,SOTA,horizon,iterations,time,number_of_beliefs,leader values,follower values,density
cooperative,Stackelberg,1,2,"[0.07502555847167969, 0.026212215423583984]",2,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,Stackelberg,2,2,"[0.07558226585388184, 0.08487510681152344]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,Stackelberg,3,2,"[0.1467900276184082, 0.1273646354675293]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,Stackelberg,4,2,"[0.2127370834350586, 0.18319201469421387]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,Stackelberg,5,2,"[0.23387384414672852, 0.2311551570892334]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,Stackelberg,6,2,"[0.31398487091064453, 0.3053319454193115]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,Stackelberg,7,2,"[0.34282708168029785, 0.36621880531311035]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,Stackelberg,8,2,"[0.4140737056732178, 0.4322800636291504]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,Stackelberg,9,2,"[0.49184179306030273, 0.4939906597137451]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,Stackelberg,10,2,"[0.5306808948516846, 0.5030429363250732]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,State of the Art,1,2,"[0.0001971721649169922, 0.00013136863708496094]",2,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,State of the Art,2,2,"[0.0005769729614257812, 0.0004990100860595703]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,State of the Art,3,2,"[0.0010137557983398438, 0.000988006591796875]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,State of the Art,4,2,"[0.0015518665313720703, 0.001428842544555664]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,State of the Art,5,2,"[0.0018813610076904297, 0.0019066333770751953]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,State of the Art,6,2,"[0.0023584365844726562, 0.0023314952850341797]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,State of the Art,7,2,"[0.0030210018157958984, 0.0027914047241210938]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,State of the Art,8,2,"[0.0031952857971191406, 0.0032258033752441406]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,State of the Art,9,2,"[0.0036208629608154297, 0.0036263465881347656]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
cooperative,State of the Art,10,2,"[0.0038170814514160156, 0.0037720203399658203]",3,"[0.0, 0.0]","[array([0.]), array([0.])]",0.05
zerosum,Stackelberg,1,2,"[0.03407597541809082, 0.031976938247680664]",2,"[-5.0, -5.0]","[array([5.]), array([5.])]",0.05
zerosum,Stackelberg,2,2,"[0.09242033958435059, 0.07645773887634277]",3,"[-10.0, -10.0]","[array([10.]), array([10.])]",0.05
zerosum,Stackelberg,3,2,"[0.12984776496887207, 0.1251204013824463]",3,"[-15.0, -15.0]","[array([15.]), array([15.])]",0.05
zerosum,Stackelberg,4,2,"[0.20609331130981445, 0.2161540985107422]",3,"[-20.0, -20.0]","[array([20.]), array([20.])]",0.05
zerosum,Stackelberg,5,2,"[0.2629382610321045, 0.2584404945373535]",3,"[-25.0, -25.0]","[array([25.]), array([25.])]",0.05
zerosum,Stackelberg,6,2,"[0.288738489151001, 0.2986929416656494]",3,"[-30.0, -30.0]","[array([30.]), array([30.])]",0.05
zerosum,Stackelberg,7,2,"[0.37952589988708496, 0.3598618507385254]",3,"[-35.0, -35.0]","[array([35.]), array([35.])]",0.05
zerosum,Stackelberg,8,2,"[0.4227893352508545, 0.43601083755493164]",3,"[-40.0, -40.0]","[array([40.]), array([40.])]",0.05
zerosum,Stackelberg,9,2,"[0.4593827724456787, 0.4638214111328125]",3,"[-45.0, -45.0]","[array([45.]), array([45.])]",0.05
zerosum,Stackelberg,10,2,"[0.5205514430999756, 0.5408339500427246]",3,"[-50.0, -50.0]","[array([50.]), array([50.])]",0.05
zerosum,State of the Art,1,2,"[0.05074024200439453, 0.03850674629211426]",2,"[-5.0, -5.0]","[array([5.]), array([5.])]",0.05
zerosum,State of the Art,2,2,"[0.11675763130187988, 0.18984055519104004]",3,"[-10.0, -10.0]","[array([5.]), array([5.])]",0.05
zerosum,State of the Art,3,2,"[0.18964695930480957, 0.19141507148742676]",3,"[-15.0, -15.0]","[array([5.]), array([5.])]",0.05
zerosum,State of the Art,4,2,"[0.2684793472290039, 0.26130127906799316]",3,"[-20.0, -20.0]","[array([5.]), array([5.])]",0.05
zerosum,State of the Art,5,2,"[0.3298771381378174, 0.33730506896972656]",3,"[-25.0, -25.0]","[array([5.]), array([5.])]",0.05
zerosum,State of the Art,6,2,"[0.3969886302947998, 0.3995349407196045]",3,"[-30.0, -30.0]","[array([5.]), array([5.])]",0.05
zerosum,State of the Art,7,2,"[0.4708518981933594, 0.47031641006469727]",3,"[-35.0, -35.0]","[array([5.]), array([5.])]",0.05
zerosum,State of the Art,8,2,"[0.5534906387329102, 0.5389046669006348]",3,"[-40.0, -40.0]","[array([5.]), array([5.])]",0.05
zerosum,State of the Art,9,2,"[0.6116054058074951, 0.6766402721405029]",3,"[-45.0, -45.0]","[array([5.]), array([5.])]",0.05
zerosum,State of the Art,10,2,"[0.6809074878692627, 0.7610518932342529]",3,"[-50.0, -50.0]","[array([5.]), array([5.])]",0.05
stackelberg,Stackelberg,1,2,"[0.10714888572692871, 0.21375679969787598]",2,"[-6.538461538461538, -6.538461538461538]","[array([-6.92307692]), array([-6.92307692])]",0.05
stackelberg,Stackelberg,2,2,"[0.4644453525543213, 0.2974579334259033]",3,"[-6.846153846153846, -6.846153846153846]","[array([-13.84615385]), array([-13.84615385])]",0.05
stackelberg,Stackelberg,3,2,"[0.6975655555725098, 1.7185420989990234]",3,"[-7.153846153846153, -7.153846153846153]","[array([-20.76923077]), array([-20.76923077])]",0.05
stackelberg,Stackelberg,4,2,"[1.8575212955474854, 1.7268099784851074]",3,"[-7.461538461538462, -7.461538461538462]","[array([-27.69230769]), array([-27.69230769])]",0.05
stackelberg,Stackelberg,5,2,"[1.7951834201812744, 1.988692045211792]",3,"[-7.76923076923077, -7.76923076923077]","[array([-34.61538462]), array([-34.61538462])]",0.05
stackelberg,Stackelberg,6,2,"[3.0900111198425293, 2.5575037002563477]",3,"[-8.076923076923077, -8.076923076923077]","[array([-41.53846154]), array([-41.53846154])]",0.05
stackelberg,Stackelberg,7,2,"[2.9920907020568848, 2.461817741394043]",3,"[-8.384615384615383, -8.384615384615383]","[array([-48.46153846]), array([-48.46153846])]",0.05
